Protocol,Host_Advanced,Host_DefaultAlias,Host_alias,Host_Address,Host_Port,Host_Inbox,Host_Outbox,Host_Sentbox,Host_Receivedbox,Mailbox_alias,Mailbox_Username,Mailbox_Password,Mailbox_Usesigncert,Mailbox_Useencrcert,Mailbox_Overridelistenercerts,Mailbox_localsigncertpassword,Mailbox_localsigncertalias,Mailbox_localencrcertalias,Mailbox_localencrcertpassword,MailboxH_AS2-From,MailboxH_AS2-To,MailboxH_Subject,MailboxH_[Content-Type],Action_alias,Action_Commands,MailboxH_Content-Type,Mailbox_Encryptedrequest,Mailbox_Receiptdesired,Mailbox_Signedrequest,Mailbox_Encryptionmethod,Cert_ImportUserAlias,Cert_ImportPrivateKeyPwd,Cert_ImportLocation,LocalListener_localsigncertpassword,LocalListener_Httpport,LocalListener_localsigncertpassword
AS2,RESTEnabled=false,Generic AS2,AS2TP74,node1,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP74,,,TRUE,TRUE,TRUE,cleo,TEST74,TEST74,cleo,AS2TP74,AS2H074,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST74,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP75,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP75,,,TRUE,TRUE,TRUE,cleo,TEST75,TEST75,cleo,AS2TP75,AS2H075,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST75,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP76,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP76,,,TRUE,TRUE,TRUE,cleo,TEST76,TEST76,cleo,AS2TP76,AS2H076,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST76,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP77,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP77,,,TRUE,TRUE,TRUE,cleo,TEST77,TEST77,cleo,AS2TP77,AS2H077,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST77,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP78,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP78,,,TRUE,TRUE,TRUE,cleo,TEST78,TEST78,cleo,AS2TP78,AS2H078,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST78,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP79,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP79,,,TRUE,TRUE,TRUE,cleo,TEST79,TEST79,cleo,AS2TP79,AS2H079,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST79,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP80,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP80,,,TRUE,TRUE,TRUE,cleo,TEST80,TEST80,cleo,AS2TP80,AS2H080,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST80,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP81,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP81,,,TRUE,TRUE,TRUE,cleo,TEST81,TEST81,cleo,AS2TP81,AS2H081,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST81,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP82,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP82,,,TRUE,TRUE,TRUE,cleo,TEST82,TEST82,cleo,AS2TP82,AS2H082,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST82,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP83,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP83,,,TRUE,TRUE,TRUE,cleo,TEST83,TEST83,cleo,AS2TP83,AS2H083,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST83,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP84,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP84,,,TRUE,TRUE,TRUE,cleo,TEST84,TEST84,cleo,AS2TP84,AS2H084,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST84,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP85,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP85,,,TRUE,TRUE,TRUE,cleo,TEST85,TEST85,cleo,AS2TP85,AS2H085,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST85,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP86,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP86,,,TRUE,TRUE,TRUE,cleo,TEST86,TEST86,cleo,AS2TP86,AS2H086,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST86,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP87,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP87,,,TRUE,TRUE,TRUE,cleo,TEST87,TEST87,cleo,AS2TP87,AS2H087,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST87,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP88,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP88,,,TRUE,TRUE,TRUE,cleo,TEST88,TEST88,cleo,AS2TP88,AS2H088,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST88,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP89,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP89,,,TRUE,TRUE,TRUE,cleo,TEST89,TEST89,cleo,AS2TP89,AS2H089,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST89,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP90,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP90,,,TRUE,TRUE,TRUE,cleo,TEST90,TEST90,cleo,AS2TP90,AS2H090,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST90,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP91,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP91,,,TRUE,TRUE,TRUE,cleo,TEST91,TEST91,cleo,AS2TP91,AS2H091,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST91,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP92,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP92,,,TRUE,TRUE,TRUE,cleo,TEST92,TEST92,cleo,AS2TP92,AS2H092,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST92,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP93,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP93,,,TRUE,TRUE,TRUE,cleo,TEST93,TEST93,cleo,AS2TP93,AS2H093,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST93,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP94,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP94,,,TRUE,TRUE,TRUE,cleo,TEST94,TEST94,cleo,AS2TP94,AS2H094,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST94,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP95,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP95,,,TRUE,TRUE,TRUE,cleo,TEST95,TEST95,cleo,AS2TP95,AS2H095,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST95,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP96,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP96,,,TRUE,TRUE,TRUE,cleo,TEST96,TEST96,cleo,AS2TP96,AS2H096,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST96,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP97,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP97,,,TRUE,TRUE,TRUE,cleo,TEST97,TEST97,cleo,AS2TP97,AS2H097,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST97,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP98,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP98,,,TRUE,TRUE,TRUE,cleo,TEST98,TEST98,cleo,AS2TP98,AS2H098,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST98,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP99,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP99,,,TRUE,TRUE,TRUE,cleo,TEST99,TEST99,cleo,AS2TP99,AS2H099,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST99,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP100,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP100,,,TRUE,TRUE,TRUE,cleo,TEST100,TEST100,cleo,AS2TP100,AS2H100,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST100,cleo,/root/certs/,cleo,6080,cleo
AS2,RESTEnabled=false,Generic AS2,AS2TP101,node3,6080,inbox\,outbox\,sentbox\,receivebox\,AS2TP101,,,TRUE,TRUE,TRUE,cleo,TEST101,TEST101,cleo,AS2TP101,AS2H101,TETPMessage,Binary,send,PUT * ,Binary,TRUE,TRUE,TRUE,2,TEST101,cleo,/root/certs/,cleo,6080,cleo
FTP,RESTEnabled=false,Generic FTP,ftptest1,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest1,ftptest1,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest2,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest2,ftptest2,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest3,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest3,ftptest3,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest4,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest4,ftptest4,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest5,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest5,ftptest5,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest6,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest6,ftptest6,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest7,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest7,ftptest7,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest8,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest8,ftptest8,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest9,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest9,ftptest9,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest10,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest10,ftptest10,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest11,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest11,ftptest11,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest12,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest12,ftptest12,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest13,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest13,ftptest13,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest14,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest14,ftptest14,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest15,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest15,ftptest15,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest16,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest16,ftptest16,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest17,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest17,ftptest17,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest18,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest18,ftptest18,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest19,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest19,ftptest19,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest20,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest20,ftptest20,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest21,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest21,ftptest21,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest22,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest22,ftptest22,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest23,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest23,ftptest23,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest24,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest24,ftptest24,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest25,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest25,ftptest25,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest26,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest26,ftptest26,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest27,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest27,ftptest27,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest28,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest28,ftptest28,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest29,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest29,ftptest29,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest30,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest30,ftptest30,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest31,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest31,ftptest31,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest32,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest32,ftptest32,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest33,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest33,ftptest33,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest34,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest34,ftptest34,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest35,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest35,ftptest35,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest36,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest36,ftptest36,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest37,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest37,ftptest37,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest38,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest38,ftptest38,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest39,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest39,ftptest39,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest40,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest40,ftptest40,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest41,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest41,ftptest41,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest42,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest42,ftptest42,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest43,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest43,ftptest43,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest44,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest44,ftptest44,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest45,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest45,ftptest45,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest46,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest46,ftptest46,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest47,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest47,ftptest47,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest48,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest48,ftptest48,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest49,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest49,ftptest49,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest50,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest50,ftptest50,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest51,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest51,ftptest51,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest52,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest52,ftptest52,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest53,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest53,ftptest53,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest54,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest54,ftptest54,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest55,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest55,ftptest55,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest56,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest56,ftptest56,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest57,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest57,ftptest57,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest58,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest58,ftptest58,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest59,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest59,ftptest59,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest60,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest60,ftptest60,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest61,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest61,ftptest61,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest62,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest62,ftptest62,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest63,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest63,ftptest63,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest64,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest64,ftptest64,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest65,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest65,ftptest65,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest66,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest66,ftptest66,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest67,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest67,ftptest67,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest68,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest68,ftptest68,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest69,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest69,ftptest69,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest70,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest70,ftptest70,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest71,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest71,ftptest71,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest72,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest72,ftptest72,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest73,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest73,ftptest73,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest74,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest74,ftptest74,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest75,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest75,ftptest75,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest76,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest76,ftptest76,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest77,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest77,ftptest77,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest78,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest78,ftptest78,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest79,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest79,ftptest79,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest80,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest80,ftptest80,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest81,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest81,ftptest81,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest82,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest82,ftptest82,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest83,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest83,ftptest83,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
FTP,RESTEnabled=false,Generic FTP,ftptest84,localhost,5021,inbox\,outbox\,sentbox\,receivebox\,ftptest84,ftptest84,cleo,,,,,,,,,,,,send,PUT * ,,,,,,,,,,,
